"발생년","발생년월일시","주야","요일","사망자수","부상자수","중상자수","경상자수","부상신고자수","발생지시도","발생지시군구","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","도로형태_대분류","도로형태","가해자_당사자종별","피해자_당사자종별","발생위치(X_UTMK)","발생위치(Y_UTMK)","경도","위도"," 어린이사고 여부"
"2015","2015-07-18 20","야","토","1","0","0","0","0","제주","제주시","차대사람","기타","기타","보행자 보호의무 위반","교차로","교차로내","승용차","보행자","898061.4","1499541.5","126.4027761","33.48285157","N"
"2015","2015-07-18 22","야","토","5","1","1","0","0","전북","남원시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","화물차","화물차","1006099","1720705","127.5672339","35.48218736","N"
"2015","2015-07-18 23","야","토","1","1","0","1","0","경기","의정부시","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","이륜차","승용차","960176","1970488","127.0480439","37.73313886","N"
"2015","2015-07-18 23","야","토","1","1","1","0","0","경기","평택시","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","승용차","962841","1888245","127.0824159","36.99194263","N"
"2015","2015-07-19 00","야","일","1","0","0","0","0","경기","성남시","차량단독","기타","기타","안전운전 의무 불이행","기타/불명","기타/불명","자전거","없음","967742","1937436","127.1353634","37.43552743","N"
"2015","2015-07-19 03","야","일","1","0","0","0","0","경남","창원시(통합)","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1099008","1693764","128.5880894","35.2343907","N"
"2015","2015-07-19 08","주","일","1","1","0","0","1","경기","용인시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","964711","1918268","127.1020155","37.26264257","N"
"2015","2015-07-19 17","주","일","1","0","0","0","0","강원","강릉시","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로부근","승용차","보행자","1125915","1976014","128.9297631","37.77513753","N"
"2015","2015-07-19 18","야","일","1","1","1","0","0","충남","당진시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","승용차","914957","1890728","126.5440756","37.01121006","N"
"2015","2015-07-19 20","야","일","1","0","0","0","0","경북","안동시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1110614","1840980","128.7360772","36.56018636","N"
"2015","2015-07-19 21","야","일","1","0","0","0","0","전북","김제시","차대차","추돌","진행중 추돌","안전운전 의무 불이행","단일로","기타단일로","화물차","자전거","955421","1745690","127.0072008","35.70647582","N"
"2015","2015-07-19 21","야","일","1","0","0","0","0","울산","남구","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","승합차","원동기장치자전거","1165173","1728194","129.3219422","35.5359666","N"
"2015","2015-07-20 01","야","월","1","0","0","0","0","경북","칠곡군","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1081004","1776554","128.3985588","35.98239502","N"
"2015","2015-07-20 04","야","월","1","0","0","0","0","경북","구미시","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승합차","자전거","1075938","1792549","128.3439065","36.12699576","N"
"2015","2015-07-20 08","주","월","1","0","0","0","0","전북","전주시","차대사람","보도통행중","보도통행중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","962083","1763309","127.0800092","35.86560813","N"
"2015","2015-07-20 10","주","월","1","0","0","0","0","경북","성주군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1071861","1762212","128.2958506","35.8538158","N"
"2015","2015-07-20 11","주","월","1","0","0","0","0","충남","부여군","차대사람","길가장자리구역통행중","길가장자리구역통행중","교차로 통행방법 위반","단일로","기타단일로","화물차","보행자","944932","1808351","126.8868999","36.2708622","N"
"2015","2015-07-20 11","주","월","1","0","0","0","0","경북","구미시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","자전거","없음","1074265","1801624","128.3261743","36.20893416","N"
"2015","2015-07-20 15","주","월","1","1","1","0","0","제주","서귀포시","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","승용차","화물차","896886","1480773","126.3922765","33.31348261","N"
"2015","2015-07-20 17","주","월","1","0","0","0","0","경기","성남시","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","화물차","보행자","965626","1930056","127.1117885","37.36893079","N"
"2015","2015-07-20 17","주","월","1","0","0","0","0","전북","정읍시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","941880","1727444","126.8588337","35.541265","N"
"2015","2015-07-20 21","야","월","1","0","0","0","0","서울","종로구","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","횡단보도상","이륜차","보행자","954914","1952442","126.9894432","37.57024483","N"
"2015","2015-07-20 22","야","월","1","0","0","0","0","경기","고양시","차대사람","기타","기타","보행자 보호의무 위반","단일로","횡단보도상","승합차","보행자","935675","1965220","126.7704684","37.68426647","N"
"2015","2015-07-20 22","야","월","1","0","0","0","0","전남","여수시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","횡단보도상","승용차","보행자","1020530","1638249","127.7242708","34.73847105","N"
"2015","2015-07-20 22","야","월","1","1","1","0","0","경북","영양군","차량단독","도로이탈","도로이탈 추락","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1146154","1857591","129.1362597","36.70509547","N"
"2015","2015-07-21 02","야","화","1","1","0","1","0","대구","수성구","차대차","기타","기타","중앙선 침범","단일로","기타단일로","이륜차","승용차","1100126","1762448","128.608866","35.85346237","N"
"2015","2015-07-21 03","야","화","1","0","0","0","0","서울","영등포구","차대사람","횡단중","횡단중","신호위반","단일로","기타단일로","승용차","보행자","946688","1948510","126.8965816","37.53436578","N"
"2015","2015-07-21 07","주","화","1","0","0","0","0","강원","동해시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","건설기계","1142200","1946097","129.1087914","37.50320056","N"
"2015","2015-07-21 09","주","화","1","0","0","0","0","전북","정읍시","차대사람","차도통행중","차도통행중","기타","단일로","기타단일로","건설기계","보행자","939995","1728451","126.8379654","35.55023178","N"
"2015","2015-07-21 13","주","화","1","0","0","0","0","충남","서산시","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","화물차","이륜차","907443","1864742","126.462801","36.7762852","N"
"2015","2015-07-21 14","주","화","1","0","0","0","0","충남","천안시","차대차","기타","기타","안전운전 의무 불이행","교차로","교차로부근","화물차","이륜차","968122","1864078","127.1427777","36.7742848","N"
"2015","2015-07-21 16","주","화","1","0","0","0","0","충북","보은군","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","농기계","없음","1018343","1835388","127.7048653","36.51600575","N"
"2015","2015-07-21 20","야","화","1","0","0","0","0","전북","부안군","차량단독","기타","기타","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","908380","1738367","126.4880731","35.63720664","N"
"2015","2015-07-21 20","야","화","1","0","0","0","0","경북","영천시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","화물차","보행자","1117381","1782142","128.8028298","36.02906296","N"
"2015","2015-07-21 20","야","화","1","0","0","0","0","경북","고령군","차대차","추돌","진행중 추돌","안전운전 의무 불이행","단일로","교량위","승용차","자전거","1080302","1750973","128.3881952","35.75183898","N"
"2015","2015-07-21 20","야","화","1","0","0","0","0","대구","달성군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","이륜차","없음","1083618","1740320","128.4237596","35.65552353","N"
"2015","2015-07-21 23","야","화","1","0","0","0","0","부산","해운대구","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","승용차","승용차","1151905","1686977","129.1679901","35.16659705","N"
"2015","2015-07-22 01","야","수","1","2","2","0","0","경기","시흥시","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로내","승용차","보행자","933440","1926981","126.7485858","37.33946389","N"
"2015","2015-07-22 02","야","수","1","0","0","0","0","대구","달서구","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1089572","1762970","128.4920589","35.85918986","N"
"2015","2015-07-22 08","주","수","1","1","0","0","1","충남","천안시","차량단독","기타","기타","안전운전 의무 불이행","단일로","기타단일로","원동기장치자전거","없음","967545","1879102","127.1356701","36.90969888","N"
"2015","2015-07-22 11","주","수","1","0","0","0","0","경기","하남시","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","교차로","교차로부근","건설기계","이륜차","973823","1951250","127.2036089","37.56023265","N"
"2015","2015-07-22 11","주","수","1","0","0","0","0","충남","보령시","차대차","측면충돌","측면충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","자전거","917709","1816084","126.5830257","36.3386324","N"
"2015","2015-07-22 13","주","수","1","0","0","0","0","전북","정읍시","차대차","측면충돌","측면충돌","기타","교차로","교차로내","농기계","원동기장치자전거","950130","1738835","126.9491385","35.64441736","N"
"2015","2015-07-22 16","주","수","1","0","0","0","0","서울","광진구","차대차","측면충돌","측면충돌","안전운전 의무 불이행","교차로","교차로내","승용차","자전거","962642","1951071","127.077023","37.55823359","N"
"2015","2015-07-22 16","주","수","1","1","1","0","0","부산","해운대구","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","화물차","승합차","1148024","1692787","129.1264339","35.21954477","N"
"2015","2015-07-22 16","주","수","1","1","1","0","0","경북","성주군","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","승용차","승용차","1069100","1775298","128.2664125","35.97198822","N"
"2015","2015-07-22 17","주","수","1","1","1","0","0","전북","익산시","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","교차로","교차로부근","승용차","화물차","963124","1776959","127.0909062","35.98871388","N"
"2015","2015-07-22 22","야","수","1","0","0","0","0","충남","부여군","차대차","기타","기타","중앙선 침범","단일로","기타단일로","이륜차","승용차","936463","1803679","126.7929957","36.22822418","N"
"2015","2015-07-22 23","야","수","1","0","0","0","0","경기","안양시","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로내","승합차","보행자","951400","1932565","126.9509645","37.39090906","N"
"2015","2015-07-23 03","야","목","1","0","0","0","0","인천","서구","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","단일로","기타단일로","화물차","보행자","927470","1950625","126.678869","37.55211588","N"
"2015","2015-07-23 06","주","목","1","0","0","0","0","경기","부천시","차대차","측면충돌","측면충돌","안전거리 미확보","단일로","기타단일로","승용차","자전거","936249","1944154","126.7788123","37.49444266","N"
"2015","2015-07-23 07","주","목","1","0","0","0","0","경북","안동시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1110751","1839635","128.7374145","36.548048","N"
"2015","2015-07-23 09","주","목","1","0","0","0","0","강원","태백시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1130280","1910314","128.967686","37.18252208","N"
"2015","2015-07-23 11","주","목","1","0","0","0","0","전북","전주시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","원동기장치자전거","966173","1767065","127.125152","35.89962178","N"
"2015","2015-07-23 15","주","목","1","0","0","0","0","충북","제천시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","자전거","없음","1065931.5","1885368.6","128.2406521","36.96443791","N"
"2015","2015-07-23 15","주","목","1","0","0","0","0","경북","김천시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","1067846","1787288","128.2535337","36.08016758","N"
"2015","2015-07-23 16","주","목","1","0","0","0","0","경북","문경시","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1058433","1861627","128.1545941","36.75092538","Y"
"2015","2015-07-23 18","야","목","1","0","0","0","0","전남","무안군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","농기계","없음","890345","1677217","126.2971212","35.08410774","N"
"2015","2015-07-23 20","야","목","1","2","2","0","0","경기","시흥시","차대차","정면충돌","정면충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","승용차","935230","1933993","126.7681783","37.40279056","N"
"2015","2015-07-23 23","야","목","1","0","0","0","0","경기","오산시","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로부근","승용차","보행자","961911","1903509","127.0711914","37.1294964","N"
"2015","2015-07-24 00","야","금","1","0","0","0","0","서울","용산구","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","956429","1948179","127.0068518","37.53189428","N"
"2015","2015-07-24 00","야","금","1","0","0","0","0","충남","서산시","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","904060","1884582","126.4223883","36.95476736","N"
"2015","2015-07-24 01","야","금","1","0","0","0","0","서울","중랑구","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","횡단보도상","승용차","보행자","962707","1957062","127.0774538","37.61223485","N"
"2015","2015-07-24 08","주","금","1","0","0","0","0","경기","화성시","차대차","측면충돌","측면충돌","안전운전 의무 불이행","단일로","기타단일로","화물차","화물차","945254","1916514","126.8827207","37.24589193","N"
"2015","2015-07-24 10","주","금","1","0","0","0","0","부산","해운대구","차대차","측면충돌","측면충돌","기타","교차로","교차로내","자전거","승용차","1150212","1686023","129.1492334","35.15825272","N"
"2015","2015-07-24 13","주","금","1","2","2","0","0","대구","북구","차대차","측면충돌","측면충돌","중앙선 침범","단일로","기타단일로","승용차","승용차","1094852","1774296","128.5518798","35.9607917","N"
"2015","2015-07-24 14","주","금","1","1","1","0","0","강원","태백시","차대차","기타","기타","중앙선 침범","단일로","기타단일로","화물차","승용차","1129179","1912558","128.9556744","37.20289624","N"
"2015","2015-07-24 15","주","금","1","1","1","0","0","경남","밀양시","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","단일로","기타단일로","승용차","화물차","1109949","1711977","128.7107523","35.39743959","N"
"2015","2015-07-24 17","주","금","1","1","1","0","0","경남","밀양시","차량단독","도로이탈","도로이탈 추락","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","1123869","1733308","128.8672561","35.58808677","N"
"2015","2015-07-24 18","야","금","1","0","0","0","0","충북","괴산군","차량단독","도로이탈","도로이탈 추락","안전운전 의무 불이행","단일로","기타단일로","농기계","없음","1027552","1881247","127.8093692","36.92919084","N"
"2015","2015-07-24 19","야","금","1","0","0","0","0","부산","강서구","차대사람","기타","기타","안전운전 의무 불이행","단일로","횡단보도부근","화물차","보행자","1132117","1684084","128.9503119","35.14331541","Y"
"2015","2015-07-24 19","야","금","1","0","0","0","0","경북","영천시","차대사람","보도통행중","보도통행중","안전운전 의무 불이행","단일로","횡단보도상","승용차","보행자","1129310","1772636","128.933645","35.94187274","N"
"2015","2015-07-24 20","야","금","1","0","0","0","0","광주","북구","차대차","기타","기타","중앙선 침범","단일로","기타단일로","원동기장치자전거","승용차","940157","1686969","126.8427909","35.17622734","N"
"2015","2015-07-24 21","야","금","1","0","0","0","0","충남","논산시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","973618","1796502","127.206669","36.16524838","N"
"2015","2015-07-25 00","야","토","1","0","0","0","0","경남","창원시(통합)","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","화물차","이륜차","1107257","1692889","128.6786147","35.22565359","N"
"2015","2015-07-25 00","야","토","1","0","0","0","0","대구","북구","차대사람","횡단중","횡단중","신호위반","단일로","횡단보도상","승용차","보행자","1099745","1766533","128.6051586","35.89032528","N"
"2015","2015-07-25 01","야","토","1","0","0","0","0","대구","북구","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","단일로","기타단일로","이륜차","승용차","1096818","1766247","128.5726983","35.88804115","N"
"2015","2015-07-25 02","야","토","1","0","0","0","0","부산","부산진구","차대사람","횡단중","횡단중","과속","단일로","기타단일로","승용차","보행자","1142243","1686214","129.0618014","35.16113371","N"
"2015","2015-07-25 02","야","토","1","0","0","0","0","충남","홍성군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","교차로","교차로내","승용차","없음","922693","1835052","126.6366659","36.51002845","N"
"2015","2015-07-25 05","야","토","1","0","0","0","0","서울","광진구","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","횡단보도부근","승용차","보행자","963155","1951778","127.0827957","37.56462668","N"
"2015","2015-07-25 06","주","토","1","3","1","1","1","서울","마포구","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","945097","1953492","126.8782016","37.57917541","N"
"2015","2015-07-25 06","주","토","1","0","0","0","0","전북","고창군","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","농기계","없음","909240","1717348","126.4999258","35.4477945","N"
"2015","2015-07-25 06","주","토","1","0","0","0","0","전남","순천시","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","화물차","이륜차","986800","1652147","127.3555838","34.86392028","N"
"2015","2015-07-25 07","주","토","1","4","3","1","0","전남","구례군","차대차","추돌","진행중 추돌","안전운전 의무 불이행","단일로","터널안","승합차","화물차","992949","1694550","127.4224972","35.2463443","N"
"2015","2015-07-25 12","주","토","1","1","1","0","0","강원","태백시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","건설기계","1125691","1903319","128.9148276","37.12011611","N"
"2015","2015-07-25 17","주","토","1","0","0","0","0","세종","세종시","차대차","기타","기타","안전운전 의무 불이행","교차로","교차로내","승합차","자전거","982433","1831566","127.3038884","36.48156447","N"
"2015","2015-07-25 17","주","토","1","0","0","0","0","경북","칠곡군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1086817","1774795","128.4628405","35.96603794","N"
"2015","2015-07-25 20","야","토","1","0","0","0","0","강원","철원군","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","991820","2016428","127.4066429","38.14802495","N"
"2015","2015-07-25 21","야","토","1","1","0","1","0","전북","정읍시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","949833","1742972","126.9456002","35.68170162","N"
"2015","2015-07-25 23","야","토","1","1","1","0","0","서울","마포구","차대차","측면충돌","측면충돌","안전운전 의무 불이행","교차로","교차로내","이륜차","승용차","948931","1951731","126.9217438","37.56352407","N"
"2015","2015-07-26 01","야","일","2","1","1","0","0","전남","고흥군","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","단일로","교량위","이륜차","화물차","973686","1628552","127.2128473","34.6508929","N"
"2015","2015-07-26 05","야","일","1","0","0","0","0","인천","부평구","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승합차","보행자","931173","1945341","126.7212833","37.5047764","N"
"2015","2015-07-26 06","주","일","1","0","0","0","0","충남","논산시","차대사람","차도통행중","차도통행중","중앙선 침범","교차로","교차로부근","승용차","보행자","955919","1795289","127.009954","36.15366895","N"
"2015","2015-07-26 06","주","일","1","0","0","0","0","경북","김천시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","화물차","이륜차","1059517","1794647","128.1615895","36.14705612","N"
"2015","2015-07-26 14","주","일","1","0","0","0","0","전북","임실군","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","이륜차","없음","978843","1734047","127.2664225","35.60227963","N"
"2015","2015-07-26 15","주","일","1","0","0","0","0","전남","광양시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","이륜차","없음","1005685","1663335","127.5622736","34.96487863","N"
"2015","2015-07-26 16","주","일","1","0","0","0","0","경기","고양시","차대차","측면충돌","측면충돌","안전운전 의무 불이행","교차로","교차로내","승용차","자전거","936013","1964160","126.7743946","37.67473669","N"
"2015","2015-07-26 20","야","일","1","0","0","0","0","강원","춘천시","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로내","화물차","보행자","1022498","1991946","127.7559959","37.92713121","N"
"2015","2015-07-26 21","야","일","1","0","0","0","0","강원","인제군","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","교차로","교차로부근","승용차","보행자","1058759","2007409","128.169844","38.0648675","N"
"2015","2015-07-26 23","야","일","1","0","0","0","0","전북","군산시","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","단일로","기타단일로","원동기장치자전거","화물차","932036","1776808","126.7460568","35.98568097","N"
"2015","2015-07-27 01","야","월","1","3","2","1","0","경기","수원시","차대차","기타","기타","신호위반","교차로","교차로내","승용차","승용차","957130","1921909","127.0163106","37.29514313","N"
"2015","2015-07-27 05","야","월","1","0","0","0","0","충북","청주시","차량단독","전도전복","전도전복","안전운전 의무 불이행","교차로","교차로부근","이륜차","없음","994173","1846926","127.4348332","36.62017991","N"
"2015","2015-07-27 05","야","월","1","3","3","0","0","전남","광양시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","승용차","1010988","1662821","127.620356","34.96019996","N"
"2015","2015-07-27 08","주","월","1","1","0","1","0","서울","성북구","차대차","측면충돌","측면충돌","안전운전 의무 불이행","단일로","기타단일로","이륜차","승용차","959028.5","1955160.6","127.0358825","37.59494054","N"
"2015","2015-07-27 10","주","월","1","0","0","0","0","경기","고양시","차대차","기타","기타","안전운전 의무 불이행","교차로","교차로내","승용차","이륜차","947391","1966922","126.9032133","37.70035349","N"
"2015","2015-07-27 11","주","월","1","0","0","0","0","경북","영천시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","화물차","없음","1137756","1774706","129.027615","35.95937448","N"
"2015","2015-07-27 21","야","월","1","0","0","0","0","인천","서구","차대사람","횡단중","횡단중","안전운전 의무 불이행","교차로","교차로내","승용차","보행자","922419","1947798","126.6219901","37.52622591","N"
"2015","2015-07-27 23","야","월","1","0","0","0","0","경기","남양주시","차대사람","횡단중","횡단중","신호위반","단일로","횡단보도상","승용차","보행자","974219","1954329","127.2079843","37.58799619","N"
"2015","2015-07-28 00","야","화","1","0","0","0","0","강원","삼척시","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1148798","1939071","129.1819901","37.43885753","N"
"2015","2015-07-28 02","야","화","1","0","0","0","0","경북","청도군","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","1112663","1743091","128.7449595","35.67761389","N"
"2015","2015-07-28 07","주","화","1","0","0","0","0","경기","파주시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","936797","1979135","126.7819818","37.80975455","N"
"2015","2015-07-28 09","주","화","1","1","1","0","0","경기","평택시","차대차","정면충돌","정면충돌","중앙선 침범","단일로","기타단일로","승용차","화물차","959788","1894913","127.0477518","37.05192311","N"
"2015","2015-07-28 09","주","화","1","0","0","0","0","전남","영광군","차대차","측면충돌","측면충돌","교차로 통행방법 위반","교차로","교차로내","이륜차","승용차","897796","1698174","126.3762441","35.27382747","N"
"2015","2015-07-28 10","주","화","1","0","0","0","0","대구","달서구","차대사람","기타","기타","안전운전 의무 불이행","교차로","교차로내","승용차","보행자","1094270","1758154","128.5435155","35.81533425","N"
"2015","2015-07-28 11","주","화","1","0","0","0","0","충북","충주시","차대차","추돌","진행중 추돌","안전거리 미확보","단일로","기타단일로","원동기장치자전거","승용차","1024077","1890619","127.7706494","37.01376876","N"
"2015","2015-07-28 12","주","화","1","0","0","0","0","경기","부천시","차대사람","기타","기타","안전운전 의무 불이행","교차로","교차로내","건설기계","보행자","934972","1946447","126.7641644","37.5150202","N"
"2015","2015-07-28 13","주","화","1","0","0","0","0","인천","계양구","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","자전거","보행자","932872","1950061","126.7400729","37.54744212","N"
"2015","2015-07-28 14","주","화","1","0","0","0","0","부산","수영구","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1146192","1686519","129.1051998","35.16331622","N"
"2015","2015-07-28 16","주","화","1","0","0","0","0","전남","담양군","차대차","기타","기타","과속","교차로","교차로부근","화물차","자전거","947641","1700076","126.9241432","35.29482642","N"
"2015","2015-07-28 17","주","화","3","0","0","0","0","경기","김포시","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승용차","화물차","930181","1960429","126.7086229","37.64068543","N"
"2015","2015-07-28 17","주","화","1","0","0","0","0","경북","경산시","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","이륜차","화물차","1119883","1758397","128.8270124","35.81472941","N"
"2015","2015-07-28 20","야","화","1","0","0","0","0","경북","구미시","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","화물차","보행자","1072546","1806704","128.3075234","36.2548593","N"
"2015","2015-07-28 22","야","화","1","1","1","0","0","경기","평택시","차대차","기타","기타","중앙선 침범","단일로","교량위","승용차","승용차","963531","1899784","127.0896103","37.09598372","N"
"2015","2015-07-28 22","야","화","1","0","0","0","0","경기","용인시","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","교차로","교차로부근","원동기장치자전거","화물차","976543","1922839","127.2353093","37.30421847","N"
"2015","2015-07-29 01","야","수","1","2","2","0","0","충북","청주시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","995567","1848490","127.4504141","36.63428687","N"
"2015","2015-07-29 08","주","수","1","14","5","8","1","부산","서구","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","단일로","기타단일로","건설기계","승용차","1138412","1677029","129.0182138","35.07887426","N"
"2015","2015-07-29 09","주","수","1","2","0","2","0","경북","성주군","차대차","기타","기타","중앙선 침범","기타/불명","기타/불명","이륜차","승용차","1064683","1772485","128.2171962","35.94693108","N"
"2015","2015-07-29 10","주","수","1","0","0","0","0","서울","강북구","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","화물차","보행자","958858","1957291","127.0338313","37.61413467","N"
"2015","2015-07-29 11","주","수","1","1","0","0","1","제주","제주시","차대차","측면충돌","측면충돌","신호위반","교차로","교차로내","승용차","이륜차","907479.8","1501814.8","126.503903","33.50420887","N"
"2015","2015-07-29 12","주","수","1","0","0","0","0","대구","달성군","차량단독","도로이탈","도로이탈 추락","안전운전 의무 불이행","교차로","교차로부근","이륜차","없음","1081334","1763366","128.4008695","35.86347851","N"
"2015","2015-07-29 18","야","수","1","0","0","0","0","전남","나주시","차대사람","횡단중","횡단중","안전운전 의무 불이행","단일로","기타단일로","승용차","보행자","921499","1676078","126.638937","35.07674657","N"
"2015","2015-07-29 20","야","수","2","0","0","0","0","경북","칠곡군","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","1089646","1768724","128.4935261","35.91105401","N"
"2015","2015-07-29 21","야","수","1","0","0","0","0","전남","목포시","차대사람","기타","기타","안전운전 의무 불이행","교차로","교차로부근","승합차","보행자","902255","1645635","126.431449","34.80059159","N"
"2015","2015-07-29 22","야","수","1","1","1","0","0","경북","칠곡군","차대차","기타","기타","안전운전 의무 불이행","단일로","기타단일로","이륜차","자전거","1081722","1769902","128.4058376","35.9223681","N"
"2015","2015-07-30 01","야","목","1","0","0","0","0","충남","서산시","차량단독","전도전복","전도전복","안전운전 의무 불이행","단일로","기타단일로","승용차","없음","913872","1866585","126.5346267","36.79350331","N"
"2015","2015-07-30 02","야","목","1","0","0","0","0","경북","경주시","차대사람","기타","기타","안전운전 의무 불이행","단일로","기타단일로","승합차","보행자","1155816.1","1762616.6","129.2254443","35.84770908","N"
"2015","2015-07-30 04","야","목","1","0","0","0","0","전남","고흥군","차대차","추돌","진행중 추돌","안전운전 의무 불이행","단일로","기타단일로","승용차","자전거","988015","1631404","127.3691722","34.67687996","N"
"2015","2015-07-30 12","주","목","1","0","0","0","0","인천","동구","차대사람","기타","기타","안전운전 의무 불이행","교차로","교차로부근","화물차","보행자","923370","1942314","126.6333233","37.47688017","N"
